,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,21594,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,21487,165120005,FUT_TOPIX_2012,2020-09-24
3,11788,ソシエテ・ジェネラル,Societe Generale,13910,11788,ソシエテ・ジェネラル,Societe Generale,14002,165120005,FUT_TOPIX_2012,2020-09-24
4,11635,クレディ・スイス証券,Credit Suisse Japan,3114,12000,大和証券,Daiwa Securities,4446,165120005,FUT_TOPIX_2012,2020-09-24
5,12800,モルガンスタンレー,Morgan Stanley MUFG,2557,12800,モルガンスタンレー,Morgan Stanley MUFG,2375,165120005,FUT_TOPIX_2012,2020-09-24
6,11714,ＪＰモルガン証券,JPMorgan Japan,2404,12400,野村證券,Nomura Securities,2351,165120005,FUT_TOPIX_2012,2020-09-24
7,12400,野村證券,Nomura Securities,1972,12792,メリルリンチ日本証券,Merrill Lynch Japan,2189,165120005,FUT_TOPIX_2012,2020-09-24
8,12792,メリルリンチ日本証券,Merrill Lynch Japan,1904,12410,バークレイズ証券,Barclays Japan,1406,165120005,FUT_TOPIX_2012,2020-09-24
9,12410,バークレイズ証券,Barclays Japan,1674,11560,ゴールドマンサックス,Goldman Sachs Japan,1026,165120005,FUT_TOPIX_2012,2020-09-24
10,11560,ゴールドマンサックス,Goldman Sachs Japan,1247,11256,ＳＢＩ証券,SBI SECURITIES,875,165120005,FUT_TOPIX_2012,2020-09-24
11,11746,ＵＢＳ証券,UBS Securities Japan,1124,11714,ＪＰモルガン証券,JPMorgan Japan,873,165120005,FUT_TOPIX_2012,2020-09-24
12,12176,ドイツ証券,Deutsche Securities,881,11792,シティグループ証券,Citigroup Japan,615,165120005,FUT_TOPIX_2012,2020-09-24
13,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,535,11635,クレディ・スイス証券,Credit Suisse Japan,575,165120005,FUT_TOPIX_2012,2020-09-24
14,11696,みずほ証券,Mizuho Securities,513,12176,ドイツ証券,Deutsche Securities,409,165120005,FUT_TOPIX_2012,2020-09-24
15,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,476,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,397,165120005,FUT_TOPIX_2012,2020-09-24
16,11792,シティグループ証券,Citigroup Japan,278,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,330,165120005,FUT_TOPIX_2012,2020-09-24
17,12336,日産証券,Nissan Securities,244,11696,みずほ証券,Mizuho Securities,313,165120005,FUT_TOPIX_2012,2020-09-24
18,12464,廣田証券,HIROTA SECURITIES,224,12336,日産証券,Nissan Securities,298,165120005,FUT_TOPIX_2012,2020-09-24
19,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),158,12464,廣田証券,HIROTA SECURITIES,297,165120005,FUT_TOPIX_2012,2020-09-24
20,11256,ＳＢＩ証券,SBI SECURITIES,117,12795,インタラクティブ証券,Interactive Brokers,236,165120005,FUT_TOPIX_2012,2020-09-24
